,City,Median_Household_Income,Percent_Male,Percent_Female,Percent_over_25y,Percent_HS_less,Percent_HS,Percent_Some_Col_Assoc,Percent_BS_over,Percent_unemployed,Population,Population_Below_Poverty,Poverty_Rate,Percent_Owner_Occ,Percent_Renter_Occ,Median_Rent
415,Gordon ,68466,13.2,26.6,12.3,27.3,15.8,12.0,12.0,72.7,543,63,11.602209944751381,74.7,25.3,954
416,Goree ,34375,16.0,22.7,26.1,15.2,28.2,33.9,33.9,-,238,5,2.100840336134454,80.8,19.2,-
417,Gorman ,24138,40.1,41.7,41.7,51.2,36.9,46.1,46.1,91.9,1214,245,20.181219110378912,51.9,48.1,445
418,Graford ,48068,26.2,15.3,18.0,17.6,23.6,19.6,19.6,45.2,736,51,6.929347826086957,87.9,12.1,748
419,Graham ,63361,14.9,19.9,10.1,11.1,13.6,11.3,11.3,18.2,8557,316,3.6928830197499125,63.4,36.6,898
420,Granbury ,65015,11.0,11.1,6.0,16.5,9.5,3.5,3.5,81.3,10427,261,2.5031169080272373,58.3,41.7,1218
421,Grandfalls ,42500,13.4,24.1,24.4,43.8,34.0,13.6,13.6,100.0,230,45,19.565217391304348,77.3,22.7,650
422,Grand Prairie ,76626,9.7,13.1,8.8,18.5,9.5,5.8,5.8,28.2,196569,9498,4.831891091677731,59.2,40.8,1381
423,Grand Saline ,37823,19.7,25.6,21.7,38.3,17.5,11.9,11.9,44.0,2887,292,10.114305507447177,67.4,32.6,828
424,Grandview ,75724,2.1,11.5,8.7,17.8,14.6,3.2,3.2,35.7,1897,69,3.6373220875065893,61.5,38.5,1118
425,Granger ,58917,11.6,16.1,15.2,24.1,15.1,14.4,14.4,31.8,977,49,5.015353121801433,74.4,25.6,693
426,Granite Shoals ,65101,14.7,12.7,12.7,20.1,27.9,1.7,1.7,0.0,5061,63,1.2448132780082988,79.0,21.0,1155
427,Granjeno ,30313,24.0,10.6,19.7,13.5,36.3,0.0,0.0,0.0,296,45,15.202702702702704,80.9,19.1,-
428,Grapeland ,44205,14.7,15.2,14.6,36.6,12.5,16.8,16.8,20.2,1840,188,10.217391304347826,50.8,49.2,863
429,Grapevine ,107165,5.9,5.5,5.4,21.3,11.0,4.1,4.1,3.2,50466,1387,2.748385051321682,53.1,46.9,1750
430,"Grays Prairie village, Texas",113125,2.7,7.7,4.3,16.3,2.5,1.3,1.3,75.0,351,8,2.2792022792022792,95.8,4.2,825
431,Greenville ,60510,12.1,14.3,12.1,22.1,15.7,6.1,6.1,24.2,28204,1611,5.711955750957311,50.0,50.0,1173
432,Gregory ,34916,34.7,27.1,20.9,30.4,20.6,7.2,7.2,22.1,2076,131,6.310211946050097,59.4,40.6,803
433,Grey Forest ,122594,4.2,3.2,3.7,0.0,14.3,2.3,2.3,27.8,727,27,3.7138927097661623,93.3,6.7,1583
434,Groesbeck ,47500,14.3,11.4,12.2,6.5,18.8,11.2,11.2,85.7,3316,229,6.905910735826297,57.3,42.7,771
435,Groom ,51944,0.0,8.7,6.3,0.0,12.4,4.0,4.0,-,440,8,1.8181818181818181,89.8,10.2,1034
436,Groves ,64737,9.7,11.8,8.4,27.6,5.4,7.0,7.0,17.5,16845,1062,6.304541406945681,73.8,26.2,1210
437,Groveton ,38333,17.2,28.0,27.0,52.7,21.6,9.1,9.1,15.3,918,125,13.616557734204793,66.7,33.3,602
438,Gruver ,60179,4.7,9.3,5.3,3.0,19.4,2.8,2.8,0.0,1574,29,1.8424396442185513,81.8,18.2,793
439,Gun Barrel City ,63938,14.3,19.7,12.5,11.5,17.3,13.7,13.7,41.7,6247,641,10.260925244117177,87.9,12.1,907
440,Gunter ,106700,2.8,7.3,6.1,9.0,5.7,7.2,7.2,14.3,2279,54,2.369460289600702,72.0,28.0,1375
441,Gustine ,49091,7.0,3.0,7.3,13.4,7.7,4.2,4.2,88.9,397,10,2.518891687657431,90.6,9.4,725
442,Hackberry ,112981,8.2,4.4,4.2,3.8,15.9,1.8,1.8,31.8,2852,114,3.997194950911641,79.1,20.9,2135
443,Hale Center ,47130,12.8,21.0,12.8,19.6,9.0,11.8,11.8,23.5,1819,30,1.6492578339747113,84.0,16.0,673
444,Hallettsville ,47090,24.4,19.3,17.6,38.5,24.7,12.5,12.5,45.0,2492,176,7.062600321027287,55.6,44.4,816
445,Hallsburg ,61042,21.0,24.9,18.5,31.0,34.3,11.3,11.3,60.0,527,34,6.451612903225806,80.2,19.8,1109
446,Hallsville ,86757,0.6,0.8,1.1,7.8,5.0,0.0,0.0,0.0,4359,0,0.0,56.0,44.0,1135
447,Haltom City ,57649,10.6,17.0,9.2,12.0,9.7,7.7,7.7,10.5,45571,2745,6.023567619758179,52.3,47.7,1239
448,Hamilton ,46538,15.6,14.5,16.7,28.8,22.1,9.9,9.9,0.0,2740,134,4.890510948905109,79.7,20.3,839
449,Hamlin ,53750,12.2,9.6,13.7,44.0,18.3,1.1,1.1,0.0,2043,50,2.447381302006853,66.9,33.1,865
450,Happy ,51429,16.9,18.4,9.8,21.6,10.3,13.3,13.3,75.0,625,22,3.52,85.4,14.6,929
451,Hardin ,62716,5.4,5.6,2.0,0.0,1.2,8.0,8.0,0.0,721,11,1.5256588072122053,76.2,23.8,1151
452,Harker Heights ,72258,10.9,12.8,9.6,23.6,9.2,11.5,11.5,11.7,32683,1312,4.014319370926781,56.1,43.9,1063
453,Harlingen ,50367,23.3,28.6,18.1,34.9,19.3,14.0,14.0,18.6,70754,7385,10.43757243406733,57.2,42.8,867
454,Hart ,46875,18.3,17.1,15.5,25.2,10.1,12.3,12.3,9.5,1070,154,14.392523364485982,83.2,16.8,716
455,Harwood ,-,0.0,0.0,0.0,0.0,0.0,-,-,-,48,0,0.0,100.0,0.0,-
456,Haskell ,59333,11.8,15.0,13.3,19.4,13.8,23.1,23.1,40.0,2688,165,6.138392857142857,61.0,39.0,788
457,Haslet ,160481,1.7,1.7,2.1,29.1,0.0,0.0,0.0,0.0,2336,0,0.0,95.1,4.9,1750
458,Hawk Cove ,48281,24.8,14.9,22.2,34.7,14.9,31.7,31.7,14.3,510,52,10.196078431372548,88.3,11.7,1375
459,Hawkins ,66310,14.2,12.9,15.1,48.7,17.4,7.2,7.2,21.0,1734,64,3.690888119953864,72.5,27.5,926
460,Hawley ,56250,7.3,9.2,10.3,60.7,3.9,11.9,11.9,0.0,482,19,3.941908713692946,85.6,14.4,903
461,Hays ,80625,9.4,9.5,9.7,0.0,0.0,12.5,12.5,0.0,138,11,7.971014492753622,88.9,11.1,2150
462,Hearne ,32402,29.2,26.7,23.5,15.3,29.3,29.6,29.6,20.5,4526,562,12.417145382235969,60.3,39.7,610
463,Heath ,211522,1.6,3.1,0.8,0.0,0.0,2.5,2.5,0.0,9771,41,0.4196090471804319,95.9,4.1,1886
464,Hebron ,151250,0.0,1.1,0.8,0.0,3.2,0.0,0.0,-,341,0,0.0,90.2,9.8,1375
465,Hedley ,42344,8.7,13.7,10.8,16.7,10.7,7.4,7.4,-,254,6,2.3622047244094486,87.6,12.4,575
466,Hedwig Village ,202500,3.5,6.8,6.1,0.0,8.7,5.3,5.3,0.0,2320,50,2.1551724137931036,72.5,27.5,1359
467,Helotes ,124367,2.8,3.2,3.6,5.1,5.3,4.4,4.4,0.0,9066,163,1.797926318111626,94.4,5.6,2462
468,Hemphill ,36250,37.9,23.7,31.1,39.5,41.6,17.5,17.5,65.9,1371,186,13.566739606126916,52.4,47.6,778
469,Hempstead ,54066,2.9,13.7,11.4,20.4,7.7,16.1,16.1,0.0,5596,148,2.6447462473195142,27.0,73.0,1069
470,Henderson ,55263,9.2,11.4,9.1,15.1,16.0,6.3,6.3,36.3,10648,472,4.432757325319309,64.5,35.5,988
471,Henrietta ,61317,11.0,8.9,13.1,39.0,19.4,12.9,12.9,100.0,3021,91,3.0122476001324063,75.9,24.1,725
472,Hereford ,51164,13.5,16.4,12.5,22.2,11.7,6.7,6.7,2.2,14657,1240,8.460121443678787,62.4,37.6,845
473,Hewitt ,75898,6.2,8.1,4.5,3.5,6.0,5.0,5.0,11.3,15904,672,4.225352112676056,66.4,33.6,1308
474,Hickory Creek ,138584,1.2,0.3,0.2,0.0,0.0,0.0,0.0,0.0,4906,0,0.0,75.5,24.5,2157
475,Hico ,44191,4.7,11.3,11.2,55.7,14.4,0.6,0.6,0.0,1579,42,2.6599113362887903,76.6,23.4,900
476,Hidalgo ,45919,27.1,26.7,24.6,43.5,12.0,17.3,17.3,32.2,14038,854,6.083487676307167,75.6,24.4,832
477,Hideaway ,88239,3.9,7.7,6.0,51.9,7.5,6.8,6.8,-,3212,0,0.0,94.8,5.2,-
478,Higgins ,65000,21.5,24.5,20.1,30.3,24.7,0.0,0.0,15.6,449,85,18.93095768374165,87.3,12.7,675
479,Highland Haven ,65278,4.9,6.5,6.0,12.5,2.5,5.5,5.5,-,467,25,5.353319057815846,96.2,3.8,-
480,Highland Park ,249923,3.1,8.7,6.6,18.2,13.8,12.4,12.4,17.8,8840,441,4.98868778280543,87.3,12.7,2673
481,Highland Village ,162879,0.9,2.8,1.5,13.2,2.0,1.3,1.3,0.0,15785,205,1.2987012987012987,93.2,6.8,2253
482,Hill Country Village ,244000,3.8,2.1,3.2,76.9,0.0,3.0,3.0,0.0,800,24,3.0,99.2,0.8,-
483,"Hillcrest village, Texas",119688,6.8,8.4,6.6,0.0,12.2,5.8,5.8,0.0,727,37,5.089408528198074,90.5,9.5,1750
484,Hillsboro ,53021,12.4,20.0,13.9,22.3,17.9,11.3,11.3,31.3,7675,631,8.221498371335505,50.8,49.2,911
485,Hilshire Village ,225417,1.7,0.8,1.4,0.0,14.3,0.0,0.0,0.0,1099,14,1.2738853503184715,94.8,5.2,"3,500+"
486,Hitchcock ,75741,13.9,17.1,13.1,19.8,15.5,10.0,10.0,38.0,7398,503,6.799134901324683,72.4,27.6,1226
487,Holiday Lakes ,41500,29.5,27.4,30.7,46.4,29.0,6.0,6.0,13.6,834,27,3.237410071942446,81.4,18.6,989
488,Holland ,53000,9.3,18.3,13.3,17.0,30.7,4.3,4.3,0.0,1297,71,5.474171164225135,63.5,36.5,-
489,Holliday ,61190,11.1,16.3,11.3,11.3,16.9,12.4,12.4,28.0,1519,65,4.279131007241607,78.5,21.5,743
490,Hollywood Park ,137411,0.7,3.1,1.9,0.0,5.9,3.9,3.9,-,3123,26,0.8325328210054436,92.6,7.4,2683
491,Hondo ,57819,12.2,24.6,16.4,16.0,17.3,23.7,23.7,0.0,6441,642,9.967396367023754,64.0,36.0,1127
492,Honey Grove ,43810,11.3,17.5,15.2,24.3,20.9,4.7,4.7,21.2,1950,103,5.282051282051282,59.1,40.9,555
493,Hooks ,52031,6.5,13.9,8.4,9.5,16.4,3.1,3.1,0.0,2386,25,1.0477787091366304,68.2,31.8,899
494,Horizon City ,61194,19.5,21.0,18.4,9.8,21.0,21.4,21.4,35.5,22537,883,3.9180015086302524,85.5,14.5,1067
495,Horseshoe Bay ,85197,5.2,6.0,6.4,0.0,2.4,9.5,9.5,78.1,4590,93,2.026143790849673,86.6,13.4,1621
496,Houston ,60440,17.5,21.6,15.1,26.0,19.5,14.6,14.6,32.8,2260756,207467,9.176885962041016,42.0,58.0,1235
497,Howardwick ,58047,12.0,22.3,13.2,0.0,19.0,16.8,16.8,-,404,15,3.7128712871287126,95.1,4.9,-
498,Howe ,59375,23.4,30.7,17.6,35.8,20.7,12.6,12.6,50.0,3550,508,14.309859154929578,53.0,47.0,1022
499,Hubbard ,44063,14.2,15.8,15.9,23.4,21.5,9.7,9.7,43.3,1445,57,3.944636678200692,64.4,35.6,845
500,Hudson ,50149,12.1,11.2,11.8,35.0,18.1,7.2,7.2,5.4,4942,129,2.6102792391744236,40.1,59.9,1079
501,Hudson Oaks ,125795,2.8,3.4,3.5,6.0,10.6,2.0,2.0,0.0,2396,26,1.0851419031719534,90.3,9.7,1078
502,Hughes Springs ,53551,19.8,23.7,19.5,23.6,14.6,30.1,30.1,62.5,1532,241,15.731070496083552,62.6,37.4,817
503,Humble ,58581,12.1,22.0,14.2,5.7,20.3,16.2,16.2,11.1,16191,589,3.6378234821814592,36.7,63.3,1123
504,Hunters Creek Village ,"250,000+",2.5,3.7,2.2,9.3,57.9,0.0,0.0,12.3,4383,124,2.8291124800365046,98.6,1.4,-
505,Huntington ,46809,9.0,14.0,12.0,27.4,11.8,9.2,9.2,0.0,3410,165,4.838709677419355,42.5,57.5,826
506,Huntsville ,37419,20.7,33.6,11.7,20.2,16.8,9.7,9.7,43.2,34707,6774,19.51767654939926,36.5,63.5,970
507,Hurst ,71275,10.8,10.8,7.7,20.4,7.3,6.5,6.5,18.4,39690,2048,5.159989921894684,58.8,41.2,1246
508,Hutchins ,39929,18.6,32.1,17.1,11.9,26.1,13.6,13.6,0.0,4551,395,8.679411118435508,47.6,52.4,1440
509,Hutto ,105743,8.0,7.6,6.7,11.9,8.8,6.4,6.4,11.5,29331,1265,4.312843067062152,82.7,17.3,2103
510,Huxley ,64167,0.9,8.6,2.2,0.0,5.7,0.0,0.0,-,457,6,1.312910284463895,98.9,1.1,-
511,Idalou ,62200,12.0,11.0,12.9,19.6,12.7,12.5,12.5,25.9,2211,129,5.834464043419267,66.9,33.1,764
512,Impact ,-,80.0,28.6,40.0,66.7,0.0,0.0,0.0,-,12,6,50.0,83.3,16.7,-
513,Indian Lake ,24000,27.4,45.0,26.7,36.8,33.5,10.9,10.9,7.7,1231,235,19.09017059301381,58.6,41.4,879
514,Industry ,82778,2.5,8.6,7.2,12.5,18.4,1.5,1.5,33.3,273,13,4.761904761904762,97.4,2.6,-
515,Ingleside ,73191,4.1,11.6,6.3,5.9,5.6,6.8,6.8,39.0,9585,373,3.8914971309337507,66.9,33.1,1275
516,Ingleside on the Bay ,81875,2.4,8.6,6.3,38.6,2.6,4.0,4.0,0.0,774,33,4.263565891472868,89.2,10.8,-
517,Ingram ,46051,15.1,18.7,16.3,41.1,8.9,9.8,9.8,0.0,1998,253,12.662662662662663,59.4,40.6,971
518,Iola ,-,2.5,14.2,10.1,0.0,23.3,1.4,1.4,31.8,259,9,3.474903474903475,71.6,28.4,754
519,"Iowa Colony village, Texas",110000,4.2,3.4,5.4,13.4,12.8,1.8,1.8,13.0,9484,335,3.5322648671446646,97.0,3.0,2133
520,Iowa Park ,61667,4.6,8.5,5.8,22.8,2.6,6.9,6.9,22.7,6447,284,4.405149682022646,82.8,17.2,949
521,Iraan ,54453,20.9,5.7,8.8,0.0,36.7,4.0,4.0,-,1550,172,11.096774193548386,64.2,35.8,1179
522,Iredell ,39583,1.3,19.9,10.7,0.0,8.8,17.6,17.6,0.0,348,19,5.459770114942529,81.0,19.0,731
523,Irving ,76686,9.3,11.8,8.3,13.0,11.4,8.6,8.6,24.4,253191,11242,4.440126228815401,37.2,62.8,1423
524,Italy ,55650,9.3,7.7,8.4,14.5,4.4,9.7,9.7,0.0,2319,125,5.390254420008624,63.1,36.9,1241
525,Itasca ,58098,5.5,10.5,7.5,15.2,12.2,1.2,1.2,100.0,1964,30,1.5274949083503055,73.7,26.3,783
526,Ivanhoe ,38500,23.1,20.4,13.1,15.1,11.6,15.9,15.9,41.7,1374,158,11.499272197962155,87.0,13.0,950
527,Jacinto City ,58333,10.7,18.9,15.0,23.2,9.7,14.3,14.3,60.4,9498,681,7.169930511686672,68.0,32.0,1116
528,Jacksboro ,38774,25.8,26.7,20.7,32.3,21.4,16.0,16.0,59.7,3184,367,11.52638190954774,64.8,35.2,775
529,Jacksonville ,49750,23.4,23.9,18.7,30.8,22.2,14.4,14.4,31.1,13502,1067,7.902532958080284,59.3,40.7,835
530,Jamaica Beach ,86923,7.5,10.8,7.0,0.0,19.8,11.0,11.0,0.0,1103,18,1.6319129646418857,88.2,11.8,1510
531,Jarrell ,103017,1.7,1.7,1.8,4.3,1.2,2.5,2.5,5.0,2129,23,1.0803193987787694,87.9,12.1,1661
532,Jasper ,38796,31.1,31.1,24.5,60.5,29.4,13.6,13.6,68.6,6816,904,13.262910798122066,63.3,36.7,820
533,Jayton ,68651,10.9,8.3,9.1,0.0,10.9,25.9,25.9,0.0,364,20,5.4945054945054945,82.6,17.4,929
534,Jefferson ,47524,20.7,19.3,16.4,55.1,21.8,5.8,5.8,17.0,1974,261,13.221884498480243,51.7,48.3,828
535,Jersey Village ,88101,6.2,7.3,6.5,7.1,16.7,8.1,8.1,0.6,7646,295,3.858226523672509,53.8,46.2,1335
536,Jewett ,48681,10.3,31.8,21.0,23.3,14.4,17.2,17.2,100.0,634,41,6.466876971608833,63.7,36.3,738
537,Joaquin ,30250,29.2,27.1,23.3,27.0,26.3,21.1,21.1,35.7,794,135,17.002518891687657,67.2,32.8,650
538,Johnson City ,45160,15.3,26.7,16.0,20.8,31.5,1.6,1.6,75.0,1681,115,6.841165972635337,54.4,45.6,1010
539,Jolly ,81250,14.3,10.7,10.8,0.0,14.7,12.0,12.0,-,159,0,0.0,100.0,0.0,-
540,"Jones Creek village, Texas",71136,20.6,20.0,17.1,13.7,16.3,20.7,20.7,33.3,1921,183,9.52628839146278,95.4,4.6,-
541,Jonestown ,112841,7.2,7.0,4.8,0.0,4.5,4.3,4.3,44.9,2395,66,2.7557411273486427,90.0,10.0,1188
542,Josephine ,80648,10.0,11.0,8.5,14.2,14.5,2.4,2.4,38.9,3497,60,1.7157563625965113,92.3,7.7,1347
543,Joshua ,66183,11.3,15.3,12.4,39.8,15.0,3.1,3.1,0.0,7972,560,7.024586051179127,57.2,42.8,1133
544,Jourdanton ,74185,6.5,13.2,12.4,36.7,4.9,17.9,17.9,0.0,4025,55,1.3664596273291925,61.0,39.0,969
545,Junction ,55110,13.6,17.2,15.6,24.8,24.9,12.2,12.2,50.0,2455,138,5.621181262729124,67.5,32.5,700
546,Justin ,89932,0.4,3.7,2.0,100.0,2.7,0.0,0.0,0.0,4604,69,1.4986967854039965,85.8,14.2,-
547,Karnes City ,57311,27.2,27.7,21.9,42.1,27.1,3.7,3.7,30.8,2084,277,13.291746641074855,71.1,28.9,836
548,Katy ,114917,2.3,4.7,3.4,18.1,6.7,2.8,2.8,13.9,22579,271,1.2002303024934673,79.4,20.6,1444
549,Kaufman ,55349,16.6,19.4,14.8,34.9,7.9,11.0,11.0,36.9,6985,765,10.952040085898354,40.8,59.2,1166
550,Keene ,53701,9.3,15.0,10.6,19.9,9.4,7.7,7.7,44.3,5914,558,9.435238417314846,48.9,51.1,961
551,Keller ,162094,2.6,3.6,2.8,27.0,5.1,2.5,2.5,5.9,44907,658,1.4652504063954395,82.9,17.1,1850
552,Kemah ,93021,12.9,25.8,11.5,29.0,10.5,10.1,10.1,22.4,1945,136,6.99228791773779,70.5,29.5,1713
553,Kemp ,55650,16.9,15.4,14.9,25.7,18.0,9.2,9.2,59.3,1294,52,4.01854714064915,63.2,36.8,1070
554,Kempner ,67204,8.8,6.1,5.5,0.0,10.8,2.2,2.2,13.3,1343,12,0.8935219657483247,73.8,26.2,913
555,Kendleton ,42679,16.3,20.3,20.4,12.5,21.5,0.0,0.0,-,237,24,10.126582278481013,61.0,39.0,1089
556,Kenedy ,-,16.5,42.3,17.4,44.6,21.6,9.5,9.5,0.0,3409,935,27.42739806394837,49.7,50.3,1040
557,Kenefick ,78929,19.2,15.2,17.7,45.0,6.5,21.3,21.3,11.5,666,30,4.504504504504505,85.5,14.5,845
558,Kennard ,50781,7.1,5.3,11.2,15.0,21.8,0.0,0.0,-,405,0,0.0,67.4,32.6,1208
559,Kennedale ,112646,4.5,8.5,5.9,10.1,8.8,4.4,4.4,0.0,8538,270,3.1623330990864367,71.1,28.9,1141
560,Kerens ,44444,16.8,18.7,14.0,16.9,15.9,18.4,18.4,30.7,1863,179,9.608158883521202,55.3,44.7,649
561,Kermit ,84931,13.0,14.5,10.7,23.6,5.3,2.2,2.2,10.1,5984,252,4.211229946524064,81.4,18.6,919
562,Kerrville ,58797,15.0,15.5,11.5,31.7,15.1,9.1,9.1,32.7,22838,1255,5.4952272528242405,58.7,41.3,1027
563,Kilgore ,58439,13.4,19.5,14.2,36.9,14.4,7.0,7.0,45.4,12720,727,5.715408805031447,71.3,28.7,962
564,Killeen ,57086,14.0,18.0,13.2,30.2,15.6,11.8,11.8,29.9,153091,12289,8.027251765289925,46.3,53.7,1084
565,Kingsbury ,75956,27.4,23.8,11.9,0.0,13.8,15.8,15.8,50.0,153,16,10.457516339869281,90.2,9.8,-
566,Kingsville ,50963,29.4,37.1,21.5,29.1,24.8,21.5,21.5,52.3,23595,4444,18.834498834498834,46.5,53.5,973
567,Kirby ,58880,10.4,16.3,13.3,23.2,11.7,10.8,10.8,11.7,8127,136,1.6734342315737665,70.3,29.7,1061
568,Kirbyville ,30152,28.9,42.1,27.5,17.7,27.0,34.9,34.9,49.8,2236,259,11.583184257602861,59.7,40.3,597
569,Kirvin ,56875,15.1,8.1,12.4,0.0,6.1,22.5,22.5,100.0,123,0,0.0,51.1,48.9,663
570,Knollwood ,47000,2.5,35.3,6.5,36.4,5.4,3.0,3.0,0.0,494,84,17.00404858299595,32.1,67.9,1048
571,Knox City ,37368,10.2,15.8,10.6,21.7,11.6,6.3,6.3,75.0,841,53,6.302021403091558,79.7,20.3,577
572,Kosse ,60833,6.9,27.2,11.3,38.6,7.2,8.7,8.7,100.0,522,25,4.789272030651341,70.8,29.2,-
573,Kountze ,52226,14.0,17.8,10.9,32.4,10.4,5.5,5.5,60.5,1972,103,5.223123732251522,65.9,34.1,812
574,Kress ,47930,21.3,35.7,26.9,69.3,17.9,6.6,6.6,57.9,592,59,9.966216216216216,78.2,21.8,723
575,Krugerville ,122500,1.2,0.9,1.4,13.3,0.0,0.6,0.6,0.0,2024,6,0.2964426877470355,96.8,3.2,1650
576,Krum ,105366,6.7,7.3,7.0,1.3,15.7,4.0,4.0,0.0,5627,284,5.047094366447485,72.4,27.6,1432
577,Kurten ,61354,3.6,9.7,7.3,1.0,15.0,4.9,4.9,40.0,670,36,5.3731343283582085,81.5,18.5,1167
578,Kyle ,85199,6.8,7.7,5.9,8.7,7.7,4.6,4.6,36.8,47672,1100,2.307434133243833,66.7,33.3,1572
579,LaCoste ,69583,8.5,17.8,9.6,22.8,3.7,18.2,18.2,100.0,1604,115,7.169576059850375,84.1,15.9,933
580,Lacy-Lakeview ,46311,14.2,18.7,13.5,27.2,10.9,13.3,13.3,13.9,7154,874,12.216941571149007,44.8,55.2,811
581,Ladonia ,51875,10.9,21.1,15.6,31.6,15.0,11.8,11.8,18.6,746,65,8.713136729222521,57.9,42.1,-
582,La Feria ,38656,35.4,28.1,26.2,45.0,33.3,17.5,17.5,84.4,6848,727,10.61623831775701,68.7,31.3,862
583,Lago Vista ,108823,3.6,3.9,4.1,1.6,8.8,1.2,1.2,20.0,8939,281,3.143528358876832,86.9,13.1,1063
584,La Grange ,53191,14.1,16.7,16.5,11.8,21.5,24.5,24.5,43.1,4330,338,7.806004618937644,59.3,40.7,696
585,La Grulla ,38611,20.8,29.2,26.4,35.4,22.4,18.6,18.6,0.0,1375,139,10.10909090909091,79.9,20.1,783
586,Laguna Vista ,60833,14.7,23.5,17.4,50.0,35.9,6.0,6.0,0.0,3555,248,6.976090014064698,86.5,13.5,-
587,La Joya ,51412,25.8,24.0,21.4,29.9,30.6,13.0,13.0,28.3,4525,459,10.143646408839778,62.1,37.9,638
588,Lake Bridgeport ,66875,13.5,9.6,9.8,11.1,15.7,7.1,7.1,100.0,349,22,6.303724928366762,62.2,37.8,1181
589,Lake City ,50625,11.4,13.5,9.1,9.9,8.7,12.7,12.7,100.0,540,55,10.185185185185185,86.5,13.5,847
590,Lake Dallas ,72386,3.2,3.1,3.7,1.4,3.5,8.2,8.2,16.0,7654,167,2.1818656911418866,72.5,27.5,1319
591,Lake Jackson ,89215,9.0,11.2,7.5,16.4,10.6,7.2,7.2,28.2,27786,730,2.627222342186713,63.1,36.9,1401
592,Lakeport ,61607,14.5,18.9,10.2,3.1,9.6,11.5,11.5,0.0,1097,152,13.855970829535098,79.9,20.1,1128
593,"Lakeside town (San Patricio County), Texas",51875,16.9,1.3,7.7,40.0,13.5,3.1,3.1,-,310,0,0.0,89.5,10.5,-
594,"Lakeside town (Tarrant County), Texas",94375,5.7,9.1,7.0,16.9,6.3,9.0,9.0,29.2,1865,112,6.005361930294907,90.9,9.1,1610
595,Lakeside City ,99265,2.6,4.6,3.5,33.3,6.8,2.5,2.5,0.0,1086,10,0.9208103130755065,89.6,10.4,2053
596,"Lake Tanglewood village, Texas",140833,1.2,4.5,2.2,0.0,3.6,2.1,2.1,0.0,697,20,2.8694404591104736,98.7,1.3,-
597,Lakeview ,39375,0.0,16.7,7.9,0.0,30.0,0.0,0.0,-,38,2,5.263157894736842,90.5,9.5,-
598,Lakeway ,154118,2.0,3.9,3.3,18.6,4.7,2.4,2.4,0.0,18723,327,1.746514981573466,83.8,16.2,2563
599,Lakewood Village ,168750,6.9,7.5,4.4,0.0,4.5,1.7,1.7,71.4,747,38,5.087014725568943,97.8,2.2,-
600,Lake Worth ,82114,11.4,14.3,7.8,21.5,10.2,2.4,2.4,23.4,4521,171,3.78234903782349,76.3,23.7,1269
601,La Marque ,61403,14.9,19.8,16.2,24.4,23.4,11.9,11.9,29.1,18353,1538,8.380101345829019,74.4,25.6,1125
602,Lamesa ,39434,26.9,29.7,22.2,41.3,16.7,13.4,13.4,51.2,8507,1129,13.271423533560597,69.4,30.6,817
603,Lampasas ,57270,9.7,17.5,13.7,23.2,15.2,10.2,10.2,16.5,7187,239,3.325448726867956,63.1,36.9,832
604,Lancaster ,65323,13.4,15.8,11.7,30.0,15.1,8.5,8.5,21.6,40395,2702,6.688946651813343,64.1,35.9,1488
605,La Porte ,79193,10.5,13.5,10.5,16.5,15.0,6.1,6.1,30.7,35639,2024,5.679171693930806,71.9,28.1,1263
606,Laredo ,60928,18.9,23.0,16.8,29.1,17.3,11.3,11.3,28.2,252082,20911,8.295316603327489,62.7,37.3,968
607,Latexo ,47604,24.4,30.1,21.3,16.1,18.2,33.3,33.3,0.0,350,58,16.57142857142857,75.2,24.8,1000
608,La Vernia ,74167,5.1,24.8,15.3,12.5,12.9,16.7,16.7,16.0,1140,124,10.87719298245614,52.5,47.5,870
609,La Villa ,59167,9.1,32.3,18.9,43.8,18.0,11.2,11.2,0.0,1756,350,19.931662870159453,79.8,20.2,-
610,Lavon ,122889,3.7,1.0,2.0,0.0,2.9,2.5,2.5,0.0,4695,64,1.3631522896698616,88.5,11.5,1781
611,La Ward ,68750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239,0,0.0,57.8,42.2,695
612,Lawn ,45625,7.0,4.4,8.0,0.0,8.5,9.8,9.8,0.0,411,8,1.9464720194647203,86.7,13.3,950
613,League City ,117316,4.0,5.7,4.6,15.5,9.3,4.7,4.7,10.0,112729,2643,2.344560849470855,73.5,26.5,1598
614,Leakey ,-,28.5,26.9,29.3,66.7,38.4,0.0,0.0,-,464,0,0.0,80.8,19.2,782
615,Leander ,129684,3.7,5.4,4.1,6.6,6.3,4.4,4.4,14.1,62172,1454,2.338673357781638,76.4,23.6,1802
616,Leary ,52292,24.8,23.3,14.0,19.0,12.3,15.1,15.1,20.0,572,80,13.986013986013987,76.3,23.7,767
617,Lefors ,51042,17.1,23.8,17.7,73.3,22.1,15.7,15.7,36.7,461,39,8.459869848156181,72.1,27.9,917
618,Leona ,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275,0,0.0,87.3,12.7,-
619,Leonard ,52346,17.2,17.8,14.9,28.7,14.4,12.1,12.1,26.0,2431,227,9.337721102426984,60.4,39.6,1004
620,Leon Valley ,58784,7.7,14.5,12.5,23.6,17.3,10.6,10.6,29.8,11370,666,5.857519788918205,55.8,44.2,1109
